index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN,DaysUntilPublished
2604,ACC,2021-04-28T15:30:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28-180,AIR,VKX,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07017543859649122
2605,ACC,2021-04-28T13:24:00Z,False,Aviation,8/30/2023 0:00,Fatal,1.0,2.0,0.0,3.0,BELL HELICOPTER TEXTRON CANADA,429,HELI,?,False,0.25,TS,AOBV,091,Destroyed,VMC,Maneuvering,Completed,Final,1,0.436016511867905
2606,ACC,2021-04-28T12:30:00Z,False,Aviation,12/6/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,150J,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.2982456140350877
2607,INC,2021-04-28T11:20:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,150,AIR,?,False,0.125,?,INST,NUSN,?,?,Enroute,?,Prelim,0,0.7507739938080495
2608,ACC,2021-04-28T09:00:00Z,False,Aviation,2/24/2023 0:00,Fatal,3.0,0.0,0.0,3.0,BEECH,C23,AIR,FL13,False,0.125,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final,1,0.3395252837977296
2609,ACC,2021-04-27T16:04:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,MOONEY,M20M,AIR,?,False,0.125,?,?,129,Substantial,?,Landing,?,Prelim,0,0.7512899896800825
2610,ACC,2021-04-27T15:45:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,DIAMOND AIRCRAFT IND GMBH,DA 42,AIR,BMC,False,0.25,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.05469556243550051
2611,ACC,2021-04-26T17:20:00Z,False,Aviation,?,Fatal,4.0,0.0,0.0,4.0,CESSNA,172,AIR,?,False,,?,?,091,Destroyed,?,Enroute,?,Prelim,1,0.7518059855521155
2612,ACC,2021-04-26T17:11:00Z,False,Aviation,1/19/2023 0:00,Fatal,1.0,1.0,0.0,2.0,PIPER,J3C-65,AIR,LS77,False,0.125,REC,PERS,091,Substantial,VMC,Unknown,Completed,Final,1,0.3219814241486068
2613,ACC,2021-04-26T15:26:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,402C,AIR,HYA,False,0.25,?,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.07120743034055727
2614,ACC,2021-04-26T13:46:00Z,False,Aviation,7/16/2021 0:00,?,0.0,0.0,0.0,0.0,BOEING,A75,AIR,A75,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.03715170278637771
2615,ACC,2021-04-26T08:45:00Z,False,Aviation,10/19/2021 0:00,?,0.0,0.0,0.0,0.0,TEXTRON AVIATION INC,208B,AIR,?,False,0.125,TP,EXEC,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.08617131062951496
2616,ACC,2021-04-26T08:35:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR22,AIR,EGTB,False,0.125,?,?,NUSN,Substantial,?,Landing,?,Prelim,0,0.7518059855521155
2617,ACC,2021-04-25T18:28:00Z,False,Aviation,11/4/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,140,AIR,BCV,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.28328173374613
2618,ACC,2021-04-25T15:27:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,182,AIR,?,False,,?,?,NUSC,Destroyed,?,Takeoff,?,Prelim,1,0.7523219814241485
2619,ACC,2021-04-25T13:30:00Z,False,Aviation,?,Serious,0.0,1.0,0.0,1.0,CESSNA,182,AIR,?,False,0.125,?,?,NUSN,Substantial,?,Enroute,?,Prelim,0,0.7523219814241485
2620,ACC,2021-04-25T11:03:00Z,False,Aviation,2/24/2023 0:00,Serious,0.0,2.0,0.0,2.0,MEYERES F L/MEYERES M M,SKYSTAR KTFOX CLSC 4,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.3410732714138287
2621,ACC,2021-04-25T08:30:00Z,False,Aviation,11/16/2021 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,182J,AIR,SEZ,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.10113519091847264
2622,ACC,2021-04-25T07:42:00Z,False,Aviation,8/19/2022 0:00,Fatal,1.0,0.0,0.0,1.0,AEROPRO CZ S R O,A240,AIR,RID,False,0.125,REC,PERS,091,Destroyed,IMC,Initial Climb,Completed,Final,1,0.24355005159958718
2623,ACC,2021-04-24T20:00:00Z,False,Aviation,10/19/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,140,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.087203302373581
2624,INC,2021-04-24T16:30:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BOEING,737,AIR,?,False,,?,?,129,?,?,Initial Climb,?,Prelim,0,0.7528379772961816
2625,ACC,2021-04-24T16:00:00Z,False,Aviation,1/26/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172M,AIR,EZF,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.13828689370485034
2626,ACC,2021-04-24T15:30:00Z,False,Aviation,7/16/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,310N,AIR,TSO,False,0.25,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.03818369453044375
2627,ACC,2021-04-24T13:12:00Z,False,Aviation,7/20/2022 0:00,Fatal,1.0,2.0,0.0,3.0,CIRRUS DESIGN CORP,SR22,AIR,RAS,False,0.125,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final,1,0.2285861713106295
2628,ACC,2021-04-23T18:25:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,AGUSTA SPA,A119,HELI,?,False,0.125,?,?,NUSN,Substantial,?,Unknown,?,Prelim,1,0.7533539731682146
2629,ACC,2021-04-23T17:01:00Z,False,Aviation,9/14/2022 0:00,Fatal,4.0,0.0,0.0,4.0,PIPER,PA-46-310P,AIR,?,False,0.125,REC,PERS,091,Substantial,IMC,Enroute,Completed,Final,1,0.2579979360165119
2630,ACC,2021-04-23T15:19:00Z,False,Aviation,9/27/2023 0:00,Fatal,2.0,0.0,0.0,2.0,SWEARINGEN,SA226-T(B),AIR,INW,False,0.25,TP,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final,1,0.45304437564499483
2631,ACC,2021-04-23T13:03:00Z,False,Aviation,7/16/2021 0:00,?,0.0,0.0,0.0,0.0,Mobi-light,CCX-2300,AIR,FNL,True,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.038699690402476776
2632,ACC,2021-04-23T09:52:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,VANS,RV7A,AIR,?,False,,?,?,UNK,Destroyed,?,Enroute,?,Prelim,1,0.7533539731682146
2633,ACC,2021-04-22T21:04:00Z,False,Aviation,2/24/2023 0:00,Fatal,1.0,0.0,0.0,1.0,ROBINSON HELICOPTER,R44,HELI,?,False,0.125,REC,PERS,091,Destroyed,Unknown,Enroute,Completed,Final,1,0.34262125902992774
2634,ACC,2021-04-22T15:00:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,Spitfire,MK26,AIR,EGBR,False,,?,?,129,Substantial,?,Landing,?,Prelim,0,0.7538699690402476
2635,ACC,2021-04-22T14:15:00Z,False,Aviation,7/16/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,FBL,False,0.125,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.039215686274509796
2636,ACC,2021-04-22T12:45:00Z,False,Aviation,10/6/2022 0:00,Serious,0.0,1.0,0.0,1.0,SCHEMPP HIRTH,VENTUS C,GLI,SC95,False,0.0,?,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.26986584107327144
2637,ACC,2021-04-22T10:04:00Z,False,Aviation,10/13/2022 0:00,Minor,0.0,0.0,1.0,1.0,FLIGHT DESIGN GMBH,CTSW,AIR,?,False,0.125,REC,INST,091,Substantial,VMC,Enroute,Completed,Final,0,0.2734778121775026
2638,ACC,2021-04-22T07:40:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,402C,AIR,?,False,0.25,REC,POSI,091,Substantial,VMC,Enroute,Completed,Final,0,0.05727554179566563
2639,ACC,2021-04-21T17:15:00Z,False,Aviation,2/8/2022 0:00,?,0.0,0.0,0.0,0.0,MICHAEL J ROBBINS,SEAREY,AIR,FHR,True,0.125,?,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.14654282765737872
2640,ACC,2021-04-21T15:13:00Z,False,Aviation,7/20/2022 0:00,Fatal,1.0,1.0,0.0,2.0,CONSOLIDATED VULTEE,BT-13A,AIR,1W1,False,0.125,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final,1,0.23013415892672856
2641,ACC,2021-04-21T14:10:00Z,False,Aviation,6/8/2023 0:00,Minor,0.0,0.0,1.0,1.0,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200,AIR,TNP,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.39680082559339525
2642,ACC,2021-04-21T11:00:00Z,False,Aviation,9/29/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,180,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.0784313725490196
2643,ACC,2021-04-21T05:58:00Z,False,Aviation,?,Fatal,1.0,0.0,1.0,2.0,SIKORSKY,S76C+,?,?,False,,?,?,?,?,?,Unknown,?,?,1,0.7543859649122807
2644,ACC,2021-04-20T20:52:00Z,False,Aviation,7/20/2022 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA-28RT-201T,AIR,?,False,0.125,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final,1,0.23065015479876158
2645,ACC,2021-04-20T16:55:00Z,False,Aviation,?,Fatal,1.0,1.0,0.0,2.0,LEARJET,35,AIR,SBBH,False,,?,?,091,Substantial,?,Landing,?,Prelim,1,0.7549019607843137
2646,ACC,2021-04-20T15:13:00Z,False,Aviation,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,182M,AIR,?,False,0.125,REC,POSI,091,Substantial,VMC,Enroute,Completed,Final,0,0.23065015479876158
2647,ACC,2021-04-20T11:50:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,DAVIS DONALD M,BUSHBY MUSTANG II,AIR,A39,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.07430340557275542
2648,ACC,2021-04-20T08:30:00Z,False,Aviation,9/20/2021 0:00,Serious,0.0,1.0,0.0,1.0,FIREFLY BALLOONS 2010 INC,FIREFLY 12B-010,BALL,?,False,0.0,?,OWRK,091,?,VMC,Landing,Completed,Final,0,0.07430340557275542
2649,ACC,2021-04-19T15:40:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,DIAMOND,A20-C1,AIR,LERS,False,,?,?,129,Minor,?,Maneuvering,?,Prelim,0,0.7554179566563467
2650,ACC,2021-04-19T14:50:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,GULFSTREAM AMERICAN CORP,AA-5B,AIR,T20,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.058823529411764705
2651,ACC,2021-04-19T13:46:00Z,False,Aviation,9/7/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,340A,AIR,GGG,False,0.25,REC,FLTS,091,Destroyed,VMC,Enroute,Completed,Final,1,0.44478844169246645
2652,ACC,2021-04-18T20:31:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,LEARJET,25,AIR,MMTO,False,,?,?,NUSN,Unknown,VMC,Landing,?,Prelim,0,0.7554179566563467
2653,ACC,2021-04-18T19:45:00Z,False,Aviation,10/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,170B,AIR,47V,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.09081527347781217
2654,ACC,2021-04-18T11:30:00Z,False,Aviation,10/19/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,9U1,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.09029927760577915
2655,ACC,2021-04-17T19:50:00Z,False,Aviation,8/17/2022 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA28R,AIR,TKI,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.2466460268317853
2656,ACC,2021-04-17T17:15:00Z,False,Aviation,10/15/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172S,AIR,VNC,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.08875128998968007
2657,ACC,2021-04-17T14:00:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,THRUSH AIRCRAFT LLC,S2R-T660,AIR,HRI,False,0.125,TP,AAPL,137,Substantial,VMC,Takeoff,Completed,Final,0,0.07585139318885448
2658,ACC,2021-04-17T13:40:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,150,AIR,CFS,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.059855521155830746
2659,ACC,2021-04-17T12:05:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,BRYAN S HAPPELL,TANGO2,GYRO,COE,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07585139318885448
2660,ACC,2021-04-17T10:48:00Z,False,Aviation,1/19/2023 0:00,Fatal,2.0,0.0,0.0,2.0,RANS,S12,AIR,63S,True,0.125,REC,FLTS,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.326625386996904
2661,ACC,2021-04-16T21:42:00Z,False,Aviation,?,Fatal,1.0,1.0,0.0,2.0,PIPER,PA-31-350,AIR,MYBS,False,0.25,?,PERS,091,Substantial,VMC,Initial Climb,?,Prelim,1,0.7564499484004128
2662,ACC,2021-04-16T20:30:00Z,False,Aviation,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,A185F,AIR,OVO,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.2327141382868937
2663,ACC,2021-04-16T11:15:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,550,AIR,EHGG,False,,?,?,NUSN,?,?,Enroute,?,Prelim,0,0.7569659442724458
2664,ACC,2021-04-16T11:10:00Z,False,Aviation,6/14/2022 0:00,?,0.0,0.0,0.0,0.0,HINE T L/JOHNSON R,BUSH WACKER,AIR,OPN,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.21413828689370484
2665,ACC,2021-04-16T10:10:00Z,False,Aviation,10/19/2021 0:00,?,0.0,0.0,0.0,0.0,BEECH,C-99,AIR,KCL,False,0.25,TP,BUS,135,Substantial,VMC,Landing,Completed,Final,0,0.09133126934984519
2666,ACC,2021-04-15T19:48:00Z,False,Aviation,1/31/2023 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,140,AIR,CMR,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.33384932920536636
2667,ACC,2021-04-15T16:05:00Z,False,Aviation,4/19/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,A188,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.3740970072239422
2668,ACC,2021-04-15T14:35:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,PIPER,J3,AIR,EHTE,False,,?,?,UNK,Destroyed,?,Landing,?,Prelim,0,0.7574819401444788
2669,ACC,2021-04-15T13:58:00Z,False,Aviation,9/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,VANS,RV4,AIR,UT25,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.07688338493292053
2670,ACC,2021-04-15T12:41:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BEECH,D17,AIR,?,False,,?,?,NUSN,Substantial,?,Landing,?,Prelim,0,0.7574819401444788
2671,ACC,2021-04-15T12:00:00Z,False,Aviation,10/19/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,A185F,AIR,MRI,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.09184726522187822
2672,ACC,2021-04-15T10:30:00Z,False,Aviation,8/17/2022 0:00,?,0.0,0.0,0.0,0.0,GATES LEARJET CORP.,35A,AIR,COS,False,0.25,TF,POSI,091,Substantial,IMC,Landing,Completed,Final,0,0.2476780185758514
2673,ACC,2021-04-15T10:00:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-22-160,AIR,P52,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07688338493292053
2674,ACC,2021-04-14T18:30:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA22,AIR,PUW,False,0.125,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final,0,0.07739938080495355
2675,ACC,2021-04-14T16:40:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172P,AIR,BLI,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.07739938080495355
2676,ACC,2021-04-13T12:10:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,AIR TRACTOR,AT301,AIR,?,False,0.125,?,AAPL,NUSC,Destroyed,VMC,Maneuvering,?,Prelim,0,0.7585139318885449
2677,ACC,2021-04-13T08:52:00Z,False,Aviation,3/30/2022 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,A188,AIR,?,False,0.125,REC,AAPL,091,Destroyed,VMC,Maneuvering,Completed,Final,1,0.1764705882352941
2678,ACC,2021-04-13T04:00:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,2.0,CESSNA,172,AIR,?,False,,?,?,NUSN,Destroyed,?,Unknown,?,Prelim,1,0.7585139318885449
2679,INC,2021-04-13T02:11:00Z,False,Aviation,?,?,?,?,?,?,BOEING,777,AIR,MMMX,False,,?,?,121,?,?,Takeoff,?,Prelim,0,0.7585139318885449
2680,ACC,2021-04-12T19:20:00Z,False,Aviation,6/8/2023 0:00,Serious,0.0,1.0,1.0,2.0,PIPER,PA-28-140,AIR,SHD,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.40144478844169246
2681,ACC,2021-04-11T20:40:00Z,False,Aviation,9/20/2021 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA-28-180,AIR,SVC,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07894736842105263
2682,ACC,2021-04-11T16:15:00Z,False,Aviation,10/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,182H,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.09442724458204334
2683,ACC,2021-04-11T09:15:00Z,False,Aviation,7/16/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-32R-301,AIR,TOI,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.04489164086687306
2684,ACC,2021-04-10T13:30:00Z,False,Aviation,10/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,150M,AIR,0F9,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.09494324045407636
2685,ACC,2021-04-10T12:20:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,ROWE DENNIS A,HIGHLANDER,AIR,BLF,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.06346749226006192
2686,ACC,2021-04-09T20:58:00Z,False,Aviation,1/6/2022 0:00,?,0.0,0.0,0.0,0.0,VANS AIRCRAFT INC,RV-7,AIR,BDU,False,0.125,?,BUS,091,Substantial,VMC,Enroute,Completed,Final,0,0.13570691434468524
2687,ACC,2021-04-09T18:45:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BELL,206,HELI,?,False,0.125,?,?,NUSC,Substantial,?,Enroute,?,Prelim,0,0.760577915376677
2688,ACC,2021-04-09T11:15:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-32R-300,AIR,7GA7,False,0.125,REC,BUS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.06398348813209494
2689,ACC,2021-04-09T10:12:00Z,False,Aviation,8/16/2023 0:00,?,0.0,0.0,0.0,0.0,EUROCOPTER,EC120,HELI,?,False,0.125,TS,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.43859649122807015
2690,INC,2021-04-09T05:17:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BAE,ATP,AIR,IOM,False,0.25,?,?,NUSC,?,?,Approach,?,Prelim,0,0.760577915376677
2691,ACC,2021-04-08T12:30:00Z,False,Aviation,?,?,?,?,?,?,ROBINSON,R44,HELI,?,False,,?,?,NUSN,Substantial,?,Maneuvering,?,Prelim,0,0.76109391124871
2692,ACC,2021-04-08T04:00:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,EKRK,False,,?,?,NUSN,Minor,?,Approach,?,Prelim,0,0.76109391124871
2693,ACC,2021-04-07T14:08:00Z,False,Aviation,2/24/2023 0:00,Fatal,1.0,1.0,0.0,2.0,CESSNA,177B,AIR,N56,False,0.125,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final,1,0.35036119711042313
2694,ACC,2021-04-07T10:15:00Z,False,Aviation,9/22/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28-181,AIR,06C,False,0.125,REC,OWRK,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.08204334365325076
2695,ACC,2021-04-07T10:00:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,170A,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.06501547987616098
2696,ACC,2021-04-06T15:00:00Z,False,Aviation,4/19/2023 0:00,?,0.0,0.0,0.0,0.0,FORISCH EDWARD,BUSHBY MUSTANG M II,AIR,ORH,True,0.125,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.3787409700722394
2697,ACC,2021-04-06T14:00:00Z,False,Aviation,11/16/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172F,AIR,2GC,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.11093911248710009
2698,ACC,2021-04-06T13:20:00Z,False,Aviation,9/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172S,AIR,OGB,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.08152734778121774
2699,ACC,2021-04-06T11:30:00Z,False,Aviation,5/24/2023 0:00,Serious,0.0,1.0,0.0,1.0,BEECH,A36,AIR,X06,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.39680082559339525
2700,ACC,2021-04-05T19:39:00Z,False,Aviation,10/13/2022 0:00,Fatal,1.0,0.0,0.0,1.0,EVOLUTION AIRCRAFT INC,REVOLT,WSFT,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.282249742002064
2701,ACC,2021-04-05T17:00:00Z,False,Aviation,9/14/2022 0:00,?,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER,R44,HELI,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.2672858617131063
2702,ACC,2021-04-05T16:00:00Z,False,Aviation,9/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,MAULE,MT7,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.08204334365325076
2703,ACC,2021-04-05T09:50:00Z,False,Aviation,7/20/2022 0:00,Serious,0.0,2.0,0.0,2.0,PIPER,PA-23-250,AIR,M91,False,0.25,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.23839009287925694
2704,ACC,2021-04-04T18:30:00Z,False,Aviation,8/20/2021 0:00,Serious,0.0,1.0,1.0,2.0,Destiny Powered Parachutes,2000,PPAR,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.06656346749226005
2705,ACC,2021-04-04T16:30:00Z,False,Aviation,11/16/2021 0:00,Minor,0.0,0.0,1.0,1.0,Phantom Aeronautics,Phantom II,AIR,PVT,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.11197110423116614
2706,ACC,2021-04-03T17:35:00Z,False,Aviation,7/20/2022 0:00,Fatal,1.0,0.0,0.0,1.0,MAGNUS AIRCRAFT LLC,FUSION 212,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.23942208462332298
2707,ACC,2021-04-03T16:30:00Z,False,Aviation,5/3/2023 0:00,Serious,0.0,1.0,0.0,1.0,ROBINSON HELICOPTER CO,R66,HELI,58N,False,0.125,TS,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.3875128998968008
2708,ACC,2021-04-03T13:15:00Z,False,Aviation,1/31/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,208B,AIR,AFA,False,0.125,TP,BUS,135,Substantial,IMC,Unknown,Completed,Final,0,0.34004127966976266
2709,ACC,2021-04-03T12:48:00Z,False,Aviation,2/24/2023 0:00,?,0.0,0.0,0.0,0.0,MOONEY,M20C,AIR,CGS,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.3524251805985552
2710,ACC,2021-04-03T12:27:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,RANS,S6,AIR,LERN,False,,?,?,NUSN,Substantial,?,Standing,?,Prelim,0,0.7636738906088751
2711,ACC,2021-04-03T11:22:00Z,False,Aviation,9/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,172,AIR,SZT,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.08307533539731682
2712,ACC,2021-04-03T11:13:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,180,AIR,pvt,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.06707946336429307
2713,ACC,2021-04-03T07:30:00Z,False,Aviation,9/20/2023 0:00,?,0.0,0.0,0.0,0.0,BEECH,B35,AIR,T79,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.45975232198142413
2714,ACC,2021-04-02T21:30:00Z,False,Aviation,?,Minor,0.0,0.0,1.0,1.0,PIPER,PA46,AIR,?,False,,?,?,UNK,Substantial,?,Unknown,?,Prelim,0,0.7636738906088751
2715,INC,2021-04-02T17:55:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,PIPER,PA-34-200T,AIR,MRTR,False,,?,?,129,Unknown,VMC,Takeoff,?,Prelim,0,0.7641898864809081
